artist,cardClass,collectible,cost,dbfId,flavor,id,name,rarity,set,spellSchool,text,type,mechanics,attack,health,race,elite,targetingArrowText,durability,overload,spellDamage,battlegroundsPremiumDbfId,howToEarnGolden,howToEarn,armor,hasDiamondSkin,collectionText,techLevel,faction,multiClassGroup,isMiniSet,hideStats,battlegroundsDarkmoonPrizeTurn,questReward
Lars Grant-West,NEUTRAL,TRUE,3,1098,"The Sholazar Basin is home to a lot of really horrible things. If you're going to visit, wear bug spray.  And plate armor.",EX1_170,Emperor Cobra,RARE,EXPERT1,NA,<b>Poisonous</b>,MINION,POISONOUS,2,3,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Horley Orlandelli,DRUID,TRUE,6,823,Balance is important to druids.  This card is perfectly balanced.,EX1_173,Starfire,FREE,LEGACY,ARCANE,"Deal $5 damage.
Draw a card.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean O’Daniels,DRUID,TRUE,7,1035,"Young Night Elves love to play ""Who can get the Ancient of War to Uproot?""  You lose if you get crushed to death.",EX1_178,Ancient of War,EPIC,EXPERT1,NA,"<b>Choose One -</b>
+5 Attack; or +5 Health and <b>Taunt</b>.",MINION,CHOOSE_ONE,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthur Gimaldinov,MAGE,TRUE,2,52255,"This may appear weak at frost glance, but it's actually a very ice spell.",EX1_179,Icicle,EPIC,LEGACY,FROST,"Deal $2 damage to a minion. If it's <b>Frozen</b>, draw a card.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derk Venneman,MAGE,TRUE,1,52262,Just a compilation of napkins of intellect.,EX1_180,Tome of Intellect,COMMON,LEGACY,ARCANE,Add a random Mage spell to your hand.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthur Gimaldinov,WARLOCK,TRUE,1,52263,"""Marco!""
""Polo!""
""Marco!""
""Who dares summon me?!""",EX1_181,Call of the Void,COMMON,LEGACY,SHADOW,Add a random Demon to your hand.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L. Lullabi & K. Turovec,ROGUE,TRUE,1,52264,The class is always greener on the other side of the board.,EX1_182,Pilfer,COMMON,LEGACY,NA,Add a random card from another class to your hand.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoltan Boros,DRUID,TRUE,8,54833,The gift that keeps on living.,EX1_183,Gift of the Wild,COMMON,LEGACY,"NATURE",Give your minions +2/+2 and <b>Taunt</b>.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Mancini,PALADIN,TRUE,5,54834,Shield yourself in righteousness! It feels like a warm fuzzy blanket.,EX1_184,Righteousness,RARE,LEGACY,HOLY,Give your minions <b>Divine Shield</b>.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,WARLOCK,TRUE,7,54835,Has a side hustle as a siegebroker.,EX1_185,Siegebreaker,RARE,LEGACY,NA,"<b>Taunt</b>
Your other Demons have +1 Attack.",MINION,AURA,5,8,DEMON,NA,NA,NA,NA,NA,58418,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,WARLOCK,TRUE,7,54835,Has a side hustle as a siegebroker.,EX1_185,Siegebreaker,RARE,LEGACY,NA,"<b>Taunt</b>
Your other Demons have +1 Attack.",MINION,TAUNT,5,8,DEMON,NA,NA,NA,NA,NA,58418,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gonzalo Ordonez,NEUTRAL,TRUE,4,54836,What will she destroy? It’s a secret!,EX1_186,SI:7 Infiltrator,RARE,LEGACY,NA,<b>Battlecry:</b> Destroy a random enemy <b>Secret</b>.,MINION,BATTLECRY,5,4,NA,NA,NA,NA,NA,NA,NA,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ivan Fomin,NEUTRAL,TRUE,8,54837,Likes her magic with a pinch of salt.,EX1_187,Arcane Devourer,RARE,LEGACY,NA,"Whenever you cast a spell, gain +2/+2.",MINION,TRIGGER_VISUAL,4,8,ELEMENTAL,NA,NA,NA,NA,NA,NA,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peter Stapleton,NEUTRAL,TRUE,7,54838,It’s never Huffer.,EX1_188,Barrens Stablehand,EPIC,LEGACY,NA,<b>Battlecry:</b> Summon a random Beast.,MINION,BATTLECRY,5,5,NA,NA,NA,NA,NA,NA,NA,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Mascho,NEUTRAL,TRUE,3,54839,Little faerie dragons are made of sugar and spice and maniacal vice.,EX1_189,Brightwing,LEGENDARY,LEGACY,NA,<b>Battlecry:</b> Add a random <b>Legendary</b> minion to your hand.,MINION,BATTLECRY,3,2,DRAGON,TRUE,NA,NA,NA,NA,NA,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,NEUTRAL,TRUE,6,54840,No one told her that champions want to sleep in.,EX1_190,High Inquisitor Whitemane,LEGENDARY,LEGACY,NA,<b>Battlecry:</b> Summon all friendly minions that died this turn.,MINION,BATTLECRY,5,7,NA,TRUE,NA,NA,NA,NA,NA,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J. Axer,ROGUE,TRUE,4,54863,One sip and you've got the grippe.,EX1_191,Plaguebringer,FREE,LEGACY,NA,<b>Battlecry:</b> Give a friendly minion <b>Poisonous</b>.,MINION,BATTLECRY,3,3,NA,NA,Give Poisonous.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,PRIEST,TRUE,1,54865,Because you're worth it!,EX1_192,Radiance,FREE,LEGACY,HOLY,Restore #5 Health to your hero.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jim Nelson,PRIEST,TRUE,1,60066,"""I see... a WISP? Why do you have a wisp?!""",EX1_193,Psychic Conjurer,FREE,LEGACY,NA,<b>Battlecry:</b> Copy a card in your opponent’s deck and add it to your hand.,MINION,BATTLECRY,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eva Widermann,PRIEST,TRUE,4,60067,"It infuses, it enthuses, it amuses!",EX1_194,Power Infusion,FREE,LEGACY,HOLY,Give a minion +2/+6.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vladimir Kafanov,PRIEST,TRUE,2,60068,The maritime Kul Tiran clergy are unique among priests for using holy saltwater.,EX1_195,Kul Tiran Chaplain,RARE,LEGACY,NA,<b>Battlecry:</b> Give a friendly minion +2 Health.,MINION,BATTLECRY,2,3,NA,NA,Give +2 Health.,NA,NA,NA,NA,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Byrne,PRIEST,TRUE,1,60069,"At the Scarlet Monastery, he learned the sacred art of kicking people when they're up.",EX1_196,Scarlet Subjugator,RARE,LEGACY,NA,<b>Battlecry:</b> Give an enemy minion -2 Attack until your next turn.,MINION,BATTLECRY,2,1,NA,NA,"Give -2 Attack
until next turn.",NA,NA,NA,NA,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Olson,PRIEST,TRUE,4,60070,Discovered by a worgen priest after a giant spilled a drink on her new white robes.,EX1_197,Shadow Word: Ruin,EPIC,LEGACY,SHADOW,Destroy all minions with 5 or more Attack.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,PRIEST,TRUE,8,60071,"She discovered Xal'atath, Blade of the Black Empire, a terrible weapon of shadow magic that could both swallow a soul <i>and</i> cut a mean julienne.",EX1_198,Natalie Seline,LEGENDARY,LEGACY,NA,<b>Battlecry:</b> Destroy a minion and gain its Health.,MINION,BATTLECRY,8,1,NA,TRUE,Destroy a minion.,NA,NA,NA,NA,"Not available in packs, must be crafted.","Not available in packs, must be crafted.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daarken,SHAMAN,TRUE,1,505,Lightning Bolt! Lightning Bolt! Lightning Bolt!,EX1_238,Lightning Bolt,COMMON,EXPERT1,"NATURE",Deal $3 damage. <b>Overload:</b> (1),SPELL,OVERLOAD,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dan Scott,SHAMAN,TRUE,3,864,It's like an ocean of liquid magma in your mouth!,EX1_241,Lava Burst,RARE,EXPERT1,FIRE,Deal $5 damage. <b>Overload:</b> (2),SPELL,OVERLOAD,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raymond Swanland,SHAMAN,TRUE,1,618,Westfall is full of dust devils. And buzzards. And crazed golems. And pirates. Why does anyone live here?,EX1_243,Dust Devil,COMMON,EXPERT1,NA,<b>Windfury</b>. <b>Overload:</b> (2),MINION,OVERLOAD,3,1,ELEMENTAL,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raymond Swanland,SHAMAN,TRUE,1,618,Westfall is full of dust devils. And buzzards. And crazed golems. And pirates. Why does anyone live here?,EX1_243,Dust Devil,COMMON,EXPERT1,NA,<b>Windfury</b>. <b>Overload:</b> (2),MINION,WINDFURY,3,1,ELEMENTAL,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Kaniuga,SHAMAN,TRUE,0,830,Totem-stomping is no longer recommended.,EX1_244,Totemic Might,FREE,LEGACY,NA,Give your Totems +2 Health.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Chen,SHAMAN,TRUE,1,767,"Earth Shock? Shouldn't it be ""Azeroth Shock""?",EX1_245,Earth Shock,COMMON,EXPERT1,"NATURE","<b>Silence</b> a minion, then deal $1 damage to it.",SPELL,SILENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steve Hui,SHAMAN,TRUE,4,766,"If you Hex a Murloc... it really isn't much of a change, is it?",EX1_246,Hex,FREE,LEGACY,"NATURE",Transform a minion into a 0/1 Frog with <b>Taunt</b>.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Bowden,SHAMAN,TRUE,2,960,"Yo, that's a nice axe.",EX1_247,Stormforged Axe,COMMON,EXPERT1,NA,<b>Overload:</b> (1),WEAPON,OVERLOAD,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clint Langley,SHAMAN,TRUE,3,238,Spirit wolves are like regular wolves with pom-poms.,EX1_248,Feral Spirit,RARE,EXPERT1,NA,Summon two 2/3 Spirit Wolves with <b>Taunt</b>. <b>Overload:</b> (1),SPELL,OVERLOAD,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian Ameling,NEUTRAL,TRUE,7,336,"Baron Geddon was Ragnaros's foremost lieutenant, until he got FIRED.",EX1_249,Baron Geddon,LEGENDARY,EXPERT1,NA,"At the end of your turn, deal 2 damage to ALL other characters.",MINION,TRIGGER_VISUAL,7,7,ELEMENTAL,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dan Scott,SHAMAN,TRUE,5,1141,Nothing beats rock.,EX1_250,Earth Elemental,EPIC,EXPERT1,NA,"<b>Taunt</b>
<b><b>Overload</b>:</b> (2)",MINION,OVERLOAD,7,8,ELEMENTAL,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dan Scott,SHAMAN,TRUE,5,1141,Nothing beats rock.,EX1_250,Earth Elemental,EPIC,EXPERT1,NA,"<b>Taunt</b>
<b><b>Overload</b>:</b> (2)",MINION,TAUNT,7,8,ELEMENTAL,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ralph Horsley,SHAMAN,TRUE,1,299,"If you combine it with Spooned Lightning and Knived Lightning, you have the full dining set.",EX1_251,Forked Lightning,COMMON,EXPERT1,"NATURE",Deal $2 damage to 2 random enemy minions. <b>Overload:</b> (2),SPELL,OVERLOAD,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gaser,SHAMAN,TRUE,3,774,"Unlike bound elementals, Unbound ones really enjoy a night on the town.",EX1_258,Unbound Elemental,COMMON,EXPERT1,NA,"After you play a card with <b>Overload</b>, gain +1/+1.",MINION,TRIGGER_VISUAL,3,4,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christopher Moeller,SHAMAN,TRUE,3,629,"An umbrella won't be effective, I'm afraid.",EX1_259,Lightning Storm,RARE,EXPERT1,"NATURE",Deal $3 damage to all enemy minions. <b>Overload:</b> (2),SPELL,OVERLOAD,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Komarck,MAGE,TRUE,4,1737,The ethereals are wrapped in cloth to give form to their non-corporeal bodies. Also because it's nice and soft.,EX1_274,Ethereal Arcanist,RARE,EXPERT1,NA,"If you control a <b>Secret</b> at the end of your turn, gain +2/+2.",MINION,TRIGGER_VISUAL,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leo Che,MAGE,TRUE,3,430,Magi of the Kirin Tor were casting Cubes of Cold for many years before Cones came into fashion some 90 years ago.,EX1_275,Cone of Cold,COMMON,EXPERT1,FROST,"<b>Freeze</b> a minion and the minions next to it, and deal $1 damage to them.",SPELL,FREEZE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Warren Mahy,MAGE,TRUE,1,564,You'd think you'd be able to control your missiles a little better since you're a powerful mage and all.,EX1_277,Arcane Missiles,FREE,LEGACY,ARCANE,Deal $3 damage randomly split among all enemies.,SPELL,ImmuneToSpellpower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Garner,ROGUE,TRUE,2,573,Rogues are experts at SHIV-al-ry.,EX1_278,Shiv,FREE,LEGACY,NA,"Deal $1 damage.
Draw a card.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luca Zontini,MAGE,TRUE,10,1087,Take the time for an evil laugh after you draw this card.,EX1_279,Pyroblast,EPIC,EXPERT1,FIRE,Deal $10 damage.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dan Scott,NEUTRAL,TRUE,6,512,When a Water elemental and an Ice elemental love each other VERY much...,EX1_283,Frost Elemental,COMMON,EXPERT1,NA,<b>Battlecry:</b> <b>Freeze</b> a character.,MINION,BATTLECRY,5,5,ELEMENTAL,NA,Freeze a character.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dan Scott,NEUTRAL,TRUE,6,512,When a Water elemental and an Ice elemental love each other VERY much...,EX1_283,Frost Elemental,COMMON,EXPERT1,NA,<b>Battlecry:</b> <b>Freeze</b> a character.,MINION,FREEZE,5,5,ELEMENTAL,NA,Freeze a character.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Zhang,NEUTRAL,TRUE,5,825,"They initially planned to be the Beryl or Cerulean drakes, but those felt a tad too pretentious.",EX1_284,Azure Drake,RARE,EXPERT1,NA,"<b>Spell Damage +1</b>
<b>Battlecry:</b> Draw a card.",MINION,BATTLECRY,4,4,DRAGON,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Zhang,NEUTRAL,TRUE,5,825,"They initially planned to be the Beryl or Cerulean drakes, but those felt a tad too pretentious.",EX1_284,Azure Drake,RARE,EXPERT1,NA,"<b>Spell Damage +1</b>
<b>Battlecry:</b> Draw a card.",MINION,SPELLPOWER,4,4,DRAGON,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Chan,MAGE,TRUE,3,113,What's the difference between a mage playing with Counterspell and a mage who isn't?  The mage who isn't is getting Pyroblasted in the face.,EX1_287,Counterspell,RARE,EXPERT1,ARCANE,"<b>Secret:</b> When your opponent casts a spell, <b>Counter</b> it.",SPELL,SECRET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Garner,MAGE,TRUE,3,621,This is Rank 1.  Rank 2 is Chocolate Milk Barrier.,EX1_289,Ice Barrier,COMMON,EXPERT1,FROST,"<b>Secret:</b> When your
hero is attacked,
gain 8 Armor.",SPELL,SECRET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raven Mimura,MAGE,TRUE,3,195,"""You go first."" - Krush'gor the Behemoth, to his pet boar.",EX1_294,Mirror Entity,COMMON,EXPERT1,ARCANE,"<b>Secret:</b> After your opponent plays a minion, summon a copy of it.",SPELL,SECRET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carl Frank,MAGE,TRUE,3,192,"Ice is nice, and will suffice!",EX1_295,Ice Block,EPIC,EXPERT1,FROST,"<b>Secret:</b> When your hero takes fatal damage, prevent it and become <b>Immune</b> this turn.",SPELL,SECRET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Staples,NEUTRAL,TRUE,8,374,"Ragnaros was summoned by the Dark Iron dwarves, who were eventually enslaved by the Firelord.  Summoning Ragnaros often doesn’t work out the way you want it to.",EX1_298,Ragnaros the Firelord,LEGENDARY,EXPERT1,NA,"Can't attack. At the end of your turn, deal 8 damage to a random enemy.",MINION,CANT_ATTACK,8,8,ELEMENTAL,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
Greg Staples,NEUTRAL,TRUE,8,374,"Ragnaros was summoned by the Dark Iron dwarves, who were eventually enslaved by the Firelord.  Summoning Ragnaros often doesn’t work out the way you want it to.",EX1_298,Ragnaros the Firelord,LEGENDARY,EXPERT1,NA,"Can't attack. At the end of your turn, deal 8 damage to a random enemy.",MINION,TRIGGER_VISUAL,8,8,ELEMENTAL,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
John Polidora,WARLOCK,TRUE,3,517,"Yes, he'll fight for you.  BUT HE'S NOT GOING TO LIKE IT.",EX1_301,Felguard,RARE,EXPERT1,NA,"<b>Taunt</b>
<b>Battlecry:</b> Destroy one of your Mana Crystals.",MINION,BATTLECRY,3,5,DEMON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Polidora,WARLOCK,TRUE,3,517,"Yes, he'll fight for you.  BUT HE'S NOT GOING TO LIKE IT.",EX1_301,Felguard,RARE,EXPERT1,NA,"<b>Taunt</b>
<b>Battlecry:</b> Destroy one of your Mana Crystals.",MINION,TAUNT,3,5,DEMON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gaser,WARLOCK,TRUE,1,1092,"If your spells look like horrifying skulls, let's be honest, you should get to draw some cards.",EX1_302,Mortal Coil,FREE,LEGACY,SHADOW,"Deal $1 damage to a minion. If that kills it, draw a card.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dave Kendall,WARLOCK,TRUE,4,147,Start with a powerful minion and stir in Shadowflame and you have a good time!,EX1_303,Shadowflame,RARE,EXPERT1,SHADOW,Destroy a friendly minion and deal its Attack damage to all enemy minions.,SPELL,AFFECTED_BY_SPELL_POWER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Alexandrov,WARLOCK,TRUE,3,1221,"If you put this into your deck, you WILL lose the trust of your other minions.",EX1_304,Void Terror,RARE,EXPERT1,NA,"[x]<b>Battlecry:</b> Destroy both
adjacent minions and gain
 their Attack and Health.",MINION,BATTLECRY,3,4,DEMON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Horley Orlandelli,WARLOCK,TRUE,2,592,This puppy chews up cards instead of shoes.,EX1_306,Felstalker,FREE,LEGACY,NA,<b>Battlecry:</b> Discard a random card.,MINION,BATTLECRY,4,3,DEMON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raymond Swanland,WARLOCK,TRUE,1,974,Are you lighting a soul on fire? Or burning someone with your OWN soul? This seems like an important distinction.,EX1_308,Soulfire,FREE,LEGACY,FIRE,"[x]Deal $4 damage.
Discard a random card.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Walpole,WARLOCK,TRUE,5,1100,You probably should avoid siphoning your own soul.  You might create some kind of weird infinite loop.,EX1_309,Siphon Soul,RARE,EXPERT1,SHADOW,Destroy a minion. Restore #3 Health to your hero.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Graciano,WARLOCK,TRUE,5,631,Summoning a doomguard is risky. <i>Someone</i> is going to die.,EX1_310,Doomguard,RARE,EXPERT1,NA,<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,MINION,BATTLECRY,5,7,DEMON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Graciano,WARLOCK,TRUE,5,631,Summoning a doomguard is risky. <i>Someone</i> is going to die.,EX1_310,Doomguard,RARE,EXPERT1,NA,<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,MINION,CHARGE,5,7,DEMON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dave Allsop,WARLOCK,TRUE,8,859,The Twisting Nether is a formless place of magic and illusion and destroyed minions.,EX1_312,Twisting Nether,EPIC,EXPERT1,SHADOW,Destroy all minions.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glenn Rane,WARLOCK,TRUE,4,783,"Mannoroth, Magtheridon, and Brutallus may be dead, but it turns out there are a LOT of pit lords.",EX1_313,Pit Lord,EPIC,EXPERT1,NA,<b>Battlecry:</b> Deal 5 damage to your hero.,MINION,BATTLECRY,5,6,DEMON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Walpole,WARLOCK,TRUE,4,969,NOT LESS THAN 1!  Don't get any ideas!,EX1_315,Summoning Portal,COMMON,EXPERT1,NA,"Your minions cost (2) less, but not less than (1).",MINION,AURA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom Baxa,WARLOCK,TRUE,1,846,We cannot even describe how horrible the death is.  It's CRAZY bad!  Maybe worse than that.  Just don't do it.,EX1_316,Power Overwhelming,COMMON,EXPERT1,SHADOW,"Give a friendly minion +4/+4 until end of turn. Then, it dies. Horribly.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raven Mimura,WARLOCK,TRUE,3,860,Generally demons are pretty obvious and you don’t need a spell to sense them.,EX1_317,Sense Demons,COMMON,EXPERT1,SHADOW,"Draw 2 Demons
from your deck.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Horley Orlandelli,WARLOCK,TRUE,1,1090,Imps like being on fire.  They just do.,EX1_319,Flame Imp,COMMON,EXPERT1,NA,<b>Battlecry:</b> Deal 3 damage to your hero.,MINION,BATTLECRY,3,2,DEMON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raymond Swanland,WARLOCK,TRUE,5,23,"My advice to you is to avoid Doom, if possible.",EX1_320,Bane of Doom,EPIC,EXPERT1,SHADOW,"Deal $2 damage to a character. If that kills it, summon a random Demon.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Horley Orlandelli,WARLOCK,TRUE,9,777,"""TRIFLING GNOME! YOUR ARROGANCE WILL BE YOUR UNDOING!!!!""",EX1_323,Lord Jaraxxus,LEGENDARY,EXPERT1,NA,<b>Battlecry:</b> Equip a 3/8 Blood Fury.,HERO,BATTLECRY,NA,30,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoltan & Gabor,PRIEST,TRUE,0,1189,"Reserved for enemy spellcasters, evil liches from beyond the grave, and karaoke nights at the Grim Guzzler.",EX1_332,Silence,COMMON,EXPERT1,SHADOW,<b>Silence</b> a minion.,SPELL,SILENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
